tf_bnum	tf_symbol	gene_bnum	gene_symbol
b0464	acrR	b0029	ispH
b0464	acrR	b0051	rsmA
b0464	acrR	b0080	cra
b0464	acrR	b0082	rsmH
b0464	acrR	b0088	murD
b0464	acrR	b0093	ftsQ
b0464	acrR	b0149	mrcB
b0464	acrR	b0167	glnD
b0464	acrR	b0242	proB
b0464	acrR	b0369	hemB
b0464	acrR	b0391	ppnP
b0464	acrR	b0414	ribD
b0464	acrR	b0421	ispA
b0464	acrR	b0463	acrA
b0464	acrR	b0465	mscK
b0464	acrR	b0470	dnaX
b0464	acrR	b0470	dnaX
b0464	acrR	b0492	cnoX
b0464	acrR	b0659	ybeY
b0464	acrR	b0675	umpH
b0464	acrR	b0923	mukE
b0464	acrR	b0955	ycbZ
b0464	acrR	b0962	helD
b0464	acrR	b1034	ycdX
b0464	acrR	b1107	nagZ
b0464	acrR	b1128	roxA
b0464	acrR	b1129	phoQ
b0464	acrR	b1214	ychA
b0464	acrR	b1249	clsA
b0464	acrR	b1323	tyrR
b0464	acrR	b1413	hrpA
b0464	acrR	b1424	opgD
b0464	acrR	b1624	ydgJ
b0464	acrR	b1865	nudB
b0464	acrR	b1913	uvrC
b0464	acrR	b1914	uvrY
b0464	acrR	b1928	yedD
b0464	acrR	b2064	asmA
b0464	acrR	b2065	dcd
b0464	acrR	b2188	yejM
b0464	acrR	b2216	rcsD
b0464	acrR	b2300	yfcE
b0464	acrR	b2303	folX
b0464	acrR	b2320	pdxB
b0464	acrR	b2431	yfeX
b0464	acrR	b2441	eutB
b0464	acrR	b2501	ppk
b0464	acrR	b2502	ppx
b0464	acrR	b2513	yfgM
b0464	acrR	b2564	pdxJ
b0464	acrR	b2566	era
b0464	acrR	b2567	rnc
b0464	acrR	b2576	srmB
b0464	acrR	b2610	ffh
b0464	acrR	b2744	umpG
b0464	acrR	b2745	truD
b0464	acrR	b2784	relA
b0464	acrR	b2822	recC
b0464	acrR	b2827	thyA
b0464	acrR	b2830	rppH
b0464	acrR	b2893	dsbC
b0464	acrR	b2901	bglA
b0464	acrR	b2908	pepP
b0464	acrR	b2909	ygfB
b0464	acrR	b2947	gshB
b0464	acrR	b2962	yggX
b0464	acrR	b3019	parC
b0464	acrR	b3030	parE
b0464	acrR	b3032	cpdA
b0464	acrR	b3147	lpoA
b0464	acrR	b3191	mlaB
b0464	acrR	b3192	mlaC
b0464	acrR	b3197	kdsD
b0464	acrR	b3199	lptC
b0464	acrR	b3201	lptB
b0464	acrR	b3205	rapZ
b0464	acrR	b3210	arcB
b0464	acrR	b3247	rng
b0464	acrR	b3279	yrdA
b0464	acrR	b3283	yrdD
b0464	acrR	b3288	fmt
b0464	acrR	b3352	yheS
b0464	acrR	b3385	gph
b0464	acrR	b3386	rpe
b0464	acrR	b3551	bisC
b0464	acrR	b3590	selB
b0464	acrR	b3607	cysE
b0464	acrR	b3640	dut
b0464	acrR	b3701	dnaN
b0464	acrR	b3702	dnaA
b0464	acrR	b3779	gpp
b0464	acrR	b3802	hemY
b0464	acrR	b3813	uvrD
b0464	acrR	b3844	fre
b0464	acrR	b3859	srkA
b0464	acrR	b3911	cpxA
b0464	acrR	b3961	oxyR
b0464	acrR	b3963	fabR
b0464	acrR	b3964	yijD
b0464	acrR	b3965	trmA
b0464	acrR	b3997	hemE
b0464	acrR	b4043	lexA
b0464	acrR	b4160	psd
b0464	acrR	b4170	mutL
b0464	acrR	b4221	tamB
b0464	acrR	b4235	pmbA
b0464	acrR	b4295	yjhU
b2213	ada	b0029	ispH
b2213	ada	b0051	rsmA
b2213	ada	b0080	cra
b2213	ada	b0082	rsmH
b2213	ada	b0088	murD
b2213	ada	b0093	ftsQ
b2213	ada	b0149	mrcB
b2213	ada	b0167	glnD
b2213	ada	b0242	proB
b2213	ada	b0369	hemB
b2213	ada	b0391	ppnP
b2213	ada	b0414	ribD
b2213	ada	b0421	ispA
b2213	ada	b0463	acrA
b2213	ada	b0465	mscK
b2213	ada	b0470	dnaX
b2213	ada	b0470	dnaX
b2213	ada	b0492	cnoX
b2213	ada	b0659	ybeY
b2213	ada	b0675	umpH
b2213	ada	b0923	mukE
b2213	ada	b0955	ycbZ
b2213	ada	b0962	helD
b2213	ada	b1034	ycdX
b2213	ada	b1107	nagZ
b2213	ada	b1128	roxA
b2213	ada	b1129	phoQ
b2213	ada	b1214	ychA
b2213	ada	b1249	clsA
b2213	ada	b1323	tyrR
b2213	ada	b1413	hrpA
b2213	ada	b1424	opgD
b2213	ada	b1624	ydgJ
b2213	ada	b1865	nudB
b2213	ada	b1913	uvrC
b2213	ada	b1914	uvrY
b2213	ada	b1928	yedD
b2213	ada	b2064	asmA
b2213	ada	b2065	dcd
b2213	ada	b2188	yejM
b2213	ada	b2216	rcsD
b2213	ada	b2300	yfcE
b2213	ada	b2303	folX
b2213	ada	b2320	pdxB
b2213	ada	b2431	yfeX
b2213	ada	b2441	eutB
b2213	ada	b2501	ppk
b2213	ada	b2502	ppx
b2213	ada	b2513	yfgM
b2213	ada	b2564	pdxJ
b2213	ada	b2566	era
b2213	ada	b2567	rnc
b2213	ada	b2576	srmB
b2213	ada	b2610	ffh
b2213	ada	b2744	umpG
b2213	ada	b2745	truD
b2213	ada	b2784	relA
b2213	ada	b2822	recC
b2213	ada	b2827	thyA
b2213	ada	b2830	rppH
b2213	ada	b2893	dsbC
b2213	ada	b2901	bglA
b2213	ada	b2908	pepP
b2213	ada	b2909	ygfB
b2213	ada	b2947	gshB
b2213	ada	b2962	yggX
b2213	ada	b3019	parC
b2213	ada	b3030	parE
b2213	ada	b3032	cpdA
b2213	ada	b3147	lpoA
b2213	ada	b3191	mlaB
b2213	ada	b3192	mlaC
b2213	ada	b3197	kdsD
b2213	ada	b3199	lptC
b2213	ada	b3201	lptB
b2213	ada	b3205	rapZ
b2213	ada	b3210	arcB
b2213	ada	b3247	rng
b2213	ada	b3279	yrdA
b2213	ada	b3283	yrdD
b2213	ada	b3288	fmt
b2213	ada	b3352	yheS
b2213	ada	b3385	gph
b2213	ada	b3386	rpe
b2213	ada	b3551	bisC
b2213	ada	b3590	selB
b2213	ada	b3607	cysE
b2213	ada	b3640	dut
b2213	ada	b3701	dnaN
b2213	ada	b3702	dnaA
b2213	ada	b3779	gpp
b2213	ada	b3802	hemY
b2213	ada	b3813	uvrD
b2213	ada	b3844	fre
b2213	ada	b3859	srkA
b2213	ada	b3911	cpxA
b2213	ada	b3961	oxyR
b2213	ada	b3963	fabR
b2213	ada	b3964	yijD
b2213	ada	b3965	trmA
b2213	ada	b3997	hemE
b2213	ada	b4043	lexA
b2213	ada	b4160	psd
b2213	ada	b4170	mutL
b2213	ada	b4221	tamB
b2213	ada	b4235	pmbA
b2213	ada	b4295	yjhU
b4116	adiY	b0029	ispH
b4116	adiY	b0051	rsmA
b4116	adiY	b0080	cra
b4116	adiY	b0082	rsmH
b4116	adiY	b0088	murD
b4116	adiY	b0093	ftsQ
b4116	adiY	b0149	mrcB
b4116	adiY	b0167	glnD
b4116	adiY	b0242	proB
b4116	adiY	b0369	hemB
b4116	adiY	b0391	ppnP
b4116	adiY	b0414	ribD
b4116	adiY	b0421	ispA
b4116	adiY	b0463	acrA
b4116	adiY	b0465	mscK
b4116	adiY	b0470	dnaX
b4116	adiY	b0470	dnaX
b4116	adiY	b0492	cnoX
b4116	adiY	b0659	ybeY
b4116	adiY	b0675	umpH
b4116	adiY	b0923	mukE
b4116	adiY	b0955	ycbZ
b4116	adiY	b0962	helD
b4116	adiY	b1034	ycdX
b4116	adiY	b1107	nagZ
b4116	adiY	b1128	roxA
b4116	adiY	b1129	phoQ
b4116	adiY	b1214	ychA
b4116	adiY	b1249	clsA
b4116	adiY	b1323	tyrR
b4116	adiY	b1413	hrpA
b4116	adiY	b1424	opgD
b4116	adiY	b1624	ydgJ
b4116	adiY	b1865	nudB
b4116	adiY	b1913	uvrC
b4116	adiY	b1914	uvrY
b4116	adiY	b1928	yedD
b4116	adiY	b2064	asmA
b4116	adiY	b2065	dcd
b4116	adiY	b2188	yejM
b4116	adiY	b2216	rcsD
b4116	adiY	b2300	yfcE
b4116	adiY	b2303	folX
b4116	adiY	b2320	pdxB
b4116	adiY	b2431	yfeX
b4116	adiY	b2441	eutB
b4116	adiY	b2501	ppk
b4116	adiY	b2502	ppx
b4116	adiY	b2513	yfgM
b4116	adiY	b2564	pdxJ
b4116	adiY	b2566	era
b4116	adiY	b2567	rnc
b4116	adiY	b2576	srmB
b4116	adiY	b2610	ffh
b4116	adiY	b2744	umpG
b4116	adiY	b2745	truD
b4116	adiY	b2784	relA
b4116	adiY	b2822	recC
b4116	adiY	b2827	thyA
b4116	adiY	b2830	rppH
b4116	adiY	b2893	dsbC
b4116	adiY	b2901	bglA
b4116	adiY	b2908	pepP
b4116	adiY	b2909	ygfB
b4116	adiY	b2947	gshB
b4116	adiY	b2962	yggX
b4116	adiY	b3019	parC
b4116	adiY	b3030	parE
b4116	adiY	b3032	cpdA
b4116	adiY	b3147	lpoA
b4116	adiY	b3191	mlaB
b4116	adiY	b3192	mlaC
b4116	adiY	b3197	kdsD
b4116	adiY	b3199	lptC
b4116	adiY	b3201	lptB
b4116	adiY	b3205	rapZ
b4116	adiY	b3210	arcB
b4116	adiY	b3247	rng
b4116	adiY	b3279	yrdA
b4116	adiY	b3283	yrdD
b4116	adiY	b3288	fmt
b4116	adiY	b3352	yheS
b4116	adiY	b3385	gph
b4116	adiY	b3386	rpe
b4116	adiY	b3551	bisC
b4116	adiY	b3590	selB
b4116	adiY	b3607	cysE
b4116	adiY	b3640	dut
b4116	adiY	b3701	dnaN
b4116	adiY	b3702	dnaA
b4116	adiY	b3779	gpp
b4116	adiY	b3802	hemY
b4116	adiY	b3813	uvrD
b4116	adiY	b3844	fre
b4116	adiY	b3859	srkA
b4116	adiY	b3911	cpxA
b4116	adiY	b3961	oxyR
b4116	adiY	b3963	fabR
b4116	adiY	b3964	yijD
b4116	adiY	b3965	trmA
b4116	adiY	b3997	hemE
b4116	adiY	b4043	lexA
b4116	adiY	b4160	psd
b4116	adiY	b4170	mutL
b4116	adiY	b4221	tamB
b4116	adiY	b4235	pmbA
b4116	adiY	b4295	yjhU
b3131	agaR	b0029	ispH
b3131	agaR	b0051	rsmA
b3131	agaR	b0080	cra
b3131	agaR	b0082	rsmH
b3131	agaR	b0088	murD
b3131	agaR	b0093	ftsQ
b3131	agaR	b0149	mrcB
b3131	agaR	b0167	glnD
b3131	agaR	b0242	proB
b3131	agaR	b0369	hemB
b3131	agaR	b0391	ppnP
b3131	agaR	b0414	ribD
b3131	agaR	b0421	ispA
b3131	agaR	b0463	acrA
b3131	agaR	b0465	mscK
b3131	agaR	b0470	dnaX
b3131	agaR	b0470	dnaX
b3131	agaR	b0492	cnoX
b3131	agaR	b0659	ybeY
b3131	agaR	b0675	umpH
b3131	agaR	b0923	mukE
b3131	agaR	b0955	ycbZ
b3131	agaR	b0962	helD
b3131	agaR	b1034	ycdX
b3131	agaR	b1107	nagZ
b3131	agaR	b1128	roxA
b3131	agaR	b1129	phoQ
b3131	agaR	b1214	ychA
b3131	agaR	b1249	clsA
b3131	agaR	b1323	tyrR
b3131	agaR	b1413	hrpA
b3131	agaR	b1424	opgD
b3131	agaR	b1624	ydgJ
b3131	agaR	b1865	nudB
b3131	agaR	b1913	uvrC
b3131	agaR	b1914	uvrY
b3131	agaR	b1928	yedD
b3131	agaR	b2064	asmA
b3131	agaR	b2065	dcd
b3131	agaR	b2188	yejM
b3131	agaR	b2216	rcsD
b3131	agaR	b2300	yfcE
b3131	agaR	b2303	folX
b3131	agaR	b2320	pdxB
b3131	agaR	b2431	yfeX
b3131	agaR	b2441	eutB
b3131	agaR	b2501	ppk
b3131	agaR	b2502	ppx
b3131	agaR	b2513	yfgM
b3131	agaR	b2564	pdxJ
b3131	agaR	b2566	era
b3131	agaR	b2567	rnc
b3131	agaR	b2576	srmB
b3131	agaR	b2610	ffh
b3131	agaR	b2744	umpG
b3131	agaR	b2745	truD
b3131	agaR	b2784	relA
b3131	agaR	b2822	recC
b3131	agaR	b2827	thyA
b3131	agaR	b2830	rppH
b3131	agaR	b2893	dsbC
b3131	agaR	b2901	bglA
b3131	agaR	b2908	pepP
b3131	agaR	b2909	ygfB
b3131	agaR	b2947	gshB
b3131	agaR	b2962	yggX
b3131	agaR	b3019	parC
b3131	agaR	b3030	parE
b3131	agaR	b3032	cpdA
b3131	agaR	b3147	lpoA
b3131	agaR	b3191	mlaB
b3131	agaR	b3192	mlaC
b3131	agaR	b3197	kdsD
b3131	agaR	b3199	lptC
b3131	agaR	b3201	lptB
b3131	agaR	b3205	rapZ
b3131	agaR	b3210	arcB
b3131	agaR	b3247	rng
b3131	agaR	b3279	yrdA
b3131	agaR	b3283	yrdD
b3131	agaR	b3288	fmt
b3131	agaR	b3352	yheS
b3131	agaR	b3385	gph
b3131	agaR	b3386	rpe
b3131	agaR	b3551	bisC
b3131	agaR	b3590	selB
b3131	agaR	b3607	cysE
b3131	agaR	b3640	dut
b3131	agaR	b3701	dnaN
b3131	agaR	b3702	dnaA
b3131	agaR	b3779	gpp
b3131	agaR	b3802	hemY
b3131	agaR	b3813	uvrD
b3131	agaR	b3844	fre
b3131	agaR	b3859	srkA
b3131	agaR	b3911	cpxA
b3131	agaR	b3961	oxyR
b3131	agaR	b3963	fabR
b3131	agaR	b3964	yijD
b3131	agaR	b3965	trmA
b3131	agaR	b3997	hemE
b3131	agaR	b4043	lexA
b3131	agaR	b4160	psd
b3131	agaR	b4170	mutL
b3131	agaR	b4221	tamB
b3131	agaR	b4235	pmbA
b3131	agaR	b4295	yjhU
b4187	aidB	b0029	ispH
b4187	aidB	b0051	rsmA
b4187	aidB	b0080	cra
b4187	aidB	b0082	rsmH
b4187	aidB	b0088	murD
b4187	aidB	b0093	ftsQ
b4187	aidB	b0149	mrcB
b4187	aidB	b0167	glnD
b4187	aidB	b0242	proB
b4187	aidB	b0369	hemB
b4187	aidB	b0391	ppnP
b4187	aidB	b0414	ribD
b4187	aidB	b0421	ispA
b4187	aidB	b0463	acrA
b4187	aidB	b0465	mscK
b4187	aidB	b0470	dnaX
b4187	aidB	b0470	dnaX
b4187	aidB	b0492	cnoX
b4187	aidB	b0659	ybeY
b4187	aidB	b0675	umpH
b4187	aidB	b0923	mukE
b4187	aidB	b0955	ycbZ
b4187	aidB	b0962	helD
b4187	aidB	b1034	ycdX
b4187	aidB	b1107	nagZ
b4187	aidB	b1128	roxA
b4187	aidB	b1129	phoQ
b4187	aidB	b1214	ychA
b4187	aidB	b1249	clsA
b4187	aidB	b1323	tyrR
b4187	aidB	b1413	hrpA
b4187	aidB	b1424	opgD
b4187	aidB	b1624	ydgJ
b4187	aidB	b1865	nudB
b4187	aidB	b1913	uvrC
b4187	aidB	b1914	uvrY
b4187	aidB	b1928	yedD
b4187	aidB	b2064	asmA
b4187	aidB	b2065	dcd
b4187	aidB	b2188	yejM
b4187	aidB	b2216	rcsD
b4187	aidB	b2300	yfcE
b4187	aidB	b2303	folX
b4187	aidB	b2320	pdxB
b4187	aidB	b2431	yfeX
b4187	aidB	b2441	eutB
b4187	aidB	b2501	ppk
b4187	aidB	b2502	ppx
b4187	aidB	b2513	yfgM
b4187	aidB	b2564	pdxJ
b4187	aidB	b2566	era
b4187	aidB	b2567	rnc
b4187	aidB	b2576	srmB
b4187	aidB	b2610	ffh
b4187	aidB	b2744	umpG
b4187	aidB	b2745	truD
b4187	aidB	b2784	relA
b4187	aidB	b2822	recC
b4187	aidB	b2827	thyA
b4187	aidB	b2830	rppH
b4187	aidB	b2893	dsbC
b4187	aidB	b2901	bglA
b4187	aidB	b2908	pepP
b4187	aidB	b2909	ygfB
b4187	aidB	b2947	gshB
b4187	aidB	b2962	yggX
b4187	aidB	b3019	parC
b4187	aidB	b3030	parE
b4187	aidB	b3032	cpdA
b4187	aidB	b3147	lpoA
b4187	aidB	b3191	mlaB
b4187	aidB	b3192	mlaC
b4187	aidB	b3197	kdsD
b4187	aidB	b3199	lptC
b4187	aidB	b3201	lptB
b4187	aidB	b3205	rapZ
b4187	aidB	b3210	arcB
b4187	aidB	b3247	rng
b4187	aidB	b3279	yrdA
b4187	aidB	b3283	yrdD
b4187	aidB	b3288	fmt
b4187	aidB	b3352	yheS
b4187	aidB	b3385	gph
b4187	aidB	b3386	rpe
b4187	aidB	b3551	bisC
b4187	aidB	b3590	selB
b4187	aidB	b3607	cysE
b4187	aidB	b3640	dut
b4187	aidB	b3701	dnaN
b4187	aidB	b3702	dnaA
b4187	aidB	b3779	gpp
b4187	aidB	b3802	hemY
b4187	aidB	b3813	uvrD
b4187	aidB	b3844	fre
b4187	aidB	b3859	srkA
b4187	aidB	b3911	cpxA
b4187	aidB	b3961	oxyR
b4187	aidB	b3963	fabR
b4187	aidB	b3964	yijD
b4187	aidB	b3965	trmA
b4187	aidB	b3997	hemE
b4187	aidB	b4043	lexA
b4187	aidB	b4160	psd
b4187	aidB	b4170	mutL
b4187	aidB	b4221	tamB
b4187	aidB	b4235	pmbA
b4187	aidB	b4295	yjhU
b2697	alaS	b0029	ispH
b2697	alaS	b0051	rsmA
b2697	alaS	b0080	cra
b2697	alaS	b0082	rsmH
b2697	alaS	b0088	murD
b2697	alaS	b0093	ftsQ
b2697	alaS	b0149	mrcB
b2697	alaS	b0167	glnD
b2697	alaS	b0242	proB
b2697	alaS	b0369	hemB
b2697	alaS	b0391	ppnP
b2697	alaS	b0414	ribD
b2697	alaS	b0421	ispA
b2697	alaS	b0463	acrA
b2697	alaS	b0465	mscK
b2697	alaS	b0470	dnaX
b2697	alaS	b0470	dnaX
b2697	alaS	b0492	cnoX
b2697	alaS	b0659	ybeY
b2697	alaS	b0675	umpH
b2697	alaS	b0923	mukE
b2697	alaS	b0955	ycbZ
b2697	alaS	b0962	helD
b2697	alaS	b1034	ycdX
b2697	alaS	b1107	nagZ
b2697	alaS	b1128	roxA
b2697	alaS	b1129	phoQ
b2697	alaS	b1214	ychA
b2697	alaS	b1249	clsA
b2697	alaS	b1323	tyrR
b2697	alaS	b1413	hrpA
b2697	alaS	b1424	opgD
b2697	alaS	b1624	ydgJ
b2697	alaS	b1865	nudB
b2697	alaS	b1913	uvrC
b2697	alaS	b1914	uvrY
b2697	alaS	b1928	yedD
b2697	alaS	b2064	asmA
b2697	alaS	b2065	dcd
b2697	alaS	b2188	yejM
b2697	alaS	b2216	rcsD
b2697	alaS	b2300	yfcE
b2697	alaS	b2303	folX
b2697	alaS	b2320	pdxB
b2697	alaS	b2431	yfeX
b2697	alaS	b2441	eutB
b2697	alaS	b2501	ppk
b2697	alaS	b2502	ppx
b2697	alaS	b2513	yfgM
b2697	alaS	b2564	pdxJ
b2697	alaS	b2566	era
b2697	alaS	b2567	rnc
b2697	alaS	b2576	srmB
b2697	alaS	b2610	ffh
b2697	alaS	b2744	umpG
b2697	alaS	b2745	truD
b2697	alaS	b2784	relA
b2697	alaS	b2822	recC
b2697	alaS	b2827	thyA
b2697	alaS	b2830	rppH
b2697	alaS	b2893	dsbC
b2697	alaS	b2901	bglA
b2697	alaS	b2908	pepP
b2697	alaS	b2909	ygfB
b2697	alaS	b2947	gshB
b2697	alaS	b2962	yggX
b2697	alaS	b3019	parC
b2697	alaS	b3030	parE
b2697	alaS	b3032	cpdA
b2697	alaS	b3147	lpoA
b2697	alaS	b3191	mlaB
b2697	alaS	b3192	mlaC
b2697	alaS	b3197	kdsD
b2697	alaS	b3199	lptC
b2697	alaS	b3201	lptB
b2697	alaS	b3205	rapZ
b2697	alaS	b3210	arcB
b2697	alaS	b3247	rng
b2697	alaS	b3279	yrdA
b2697	alaS	b3283	yrdD
b2697	alaS	b3288	fmt
b2697	alaS	b3352	yheS
b2697	alaS	b3385	gph
b2697	alaS	b3386	rpe
b2697	alaS	b3551	bisC
b2697	alaS	b3590	selB
b2697	alaS	b3607	cysE
b2697	alaS	b3640	dut
b2697	alaS	b3701	dnaN
b2697	alaS	b3702	dnaA
b2697	alaS	b3779	gpp
b2697	alaS	b3802	hemY
b2697	alaS	b3813	uvrD
b2697	alaS	b3844	fre
b2697	alaS	b3859	srkA
b2697	alaS	b3911	cpxA
b2697	alaS	b3961	oxyR
b2697	alaS	b3963	fabR
b2697	alaS	b3964	yijD
b2697	alaS	b3965	trmA
b2697	alaS	b3997	hemE
b2697	alaS	b4043	lexA
b2697	alaS	b4160	psd
b2697	alaS	b4170	mutL
b2697	alaS	b4221	tamB
b2697	alaS	b4235	pmbA
b2697	alaS	b4295	yjhU
b0506	allR	b0029	ispH
b0506	allR	b0051	rsmA
b0506	allR	b0080	cra
b0506	allR	b0082	rsmH
b0506	allR	b0088	murD
b0506	allR	b0093	ftsQ
b0506	allR	b0149	mrcB
b0506	allR	b0167	glnD
b0506	allR	b0242	proB
b0506	allR	b0369	hemB
b0506	allR	b0391	ppnP
b0506	allR	b0414	ribD
b0506	allR	b0421	ispA
b0506	allR	b0463	acrA
b0506	allR	b0465	mscK
b0506	allR	b0470	dnaX
b0506	allR	b0470	dnaX
b0506	allR	b0492	cnoX
b0506	allR	b0659	ybeY
b0506	allR	b0675	umpH
b0506	allR	b0923	mukE
b0506	allR	b0955	ycbZ
b0506	allR	b0962	helD
b0506	allR	b1034	ycdX
b0506	allR	b1107	nagZ
b0506	allR	b1128	roxA
b0506	allR	b1129	phoQ
b0506	allR	b1214	ychA
b0506	allR	b1249	clsA
b0506	allR	b1323	tyrR
b0506	allR	b1413	hrpA
b0506	allR	b1424	opgD
b0506	allR	b1624	ydgJ
b0506	allR	b1865	nudB
b0506	allR	b1913	uvrC
b0506	allR	b1914	uvrY
b0506	allR	b1928	yedD
b0506	allR	b2064	asmA
b0506	allR	b2065	dcd
b0506	allR	b2188	yejM
b0506	allR	b2216	rcsD
b0506	allR	b2300	yfcE
b0506	allR	b2303	folX
b0506	allR	b2320	pdxB
b0506	allR	b2431	yfeX
b0506	allR	b2441	eutB
b0506	allR	b2501	ppk
b0506	allR	b2502	ppx
b0506	allR	b2513	yfgM
b0506	allR	b2564	pdxJ
b0506	allR	b2566	era
b0506	allR	b2567	rnc
b0506	allR	b2576	srmB
b0506	allR	b2610	ffh
b0506	allR	b2744	umpG
b0506	allR	b2745	truD
b0506	allR	b2784	relA
b0506	allR	b2822	recC
b0506	allR	b2827	thyA
b0506	allR	b2830	rppH
b0506	allR	b2893	dsbC
b0506	allR	b2901	bglA
b0506	allR	b2908	pepP
b0506	allR	b2909	ygfB
b0506	allR	b2947	gshB
b0506	allR	b2962	yggX
b0506	allR	b3019	parC
b0506	allR	b3030	parE
b0506	allR	b3032	cpdA
b0506	allR	b3147	lpoA
b0506	allR	b3191	mlaB
b0506	allR	b3192	mlaC
b0506	allR	b3197	kdsD
b0506	allR	b3199	lptC
b0506	allR	b3201	lptB
b0506	allR	b3205	rapZ
b0506	allR	b3210	arcB
b0506	allR	b3247	rng
b0506	allR	b3279	yrdA
b0506	allR	b3283	yrdD
b0506	allR	b3288	fmt
b0506	allR	b3352	yheS
b0506	allR	b3385	gph
b0506	allR	b3386	rpe
b0506	allR	b3551	bisC
b0506	allR	b3590	selB
b0506	allR	b3607	cysE
b0506	allR	b3640	dut
b0506	allR	b3701	dnaN
b0506	allR	b3702	dnaA
b0506	allR	b3779	gpp
b0506	allR	b3802	hemY
b0506	allR	b3813	uvrD
b0506	allR	b3844	fre
b0506	allR	b3859	srkA
b0506	allR	b3911	cpxA
b0506	allR	b3961	oxyR
b0506	allR	b3963	fabR
b0506	allR	b3964	yijD
b0506	allR	b3965	trmA
b0506	allR	b3997	hemE
b0506	allR	b4043	lexA
b0506	allR	b4160	psd
b0506	allR	b4170	mutL
b0506	allR	b4221	tamB
b0506	allR	b4235	pmbA
b0506	allR	b4295	yjhU
b0504	allS	b0029	ispH
b0504	allS	b0051	rsmA
b0504	allS	b0080	cra
b0504	allS	b0082	rsmH
b0504	allS	b0088	murD
b0504	allS	b0093	ftsQ
b0504	allS	b0149	mrcB
b0504	allS	b0167	glnD
b0504	allS	b0242	proB
b0504	allS	b0369	hemB
b0504	allS	b0391	ppnP
b0504	allS	b0414	ribD
b0504	allS	b0421	ispA
b0504	allS	b0463	acrA
b0504	allS	b0465	mscK
b0504	allS	b0470	dnaX
b0504	allS	b0470	dnaX
b0504	allS	b0492	cnoX
b0504	allS	b0659	ybeY
b0504	allS	b0675	umpH
b0504	allS	b0923	mukE
b0504	allS	b0955	ycbZ
b0504	allS	b0962	helD
b0504	allS	b1034	ycdX
b0504	allS	b1107	nagZ
b0504	allS	b1128	roxA
b0504	allS	b1129	phoQ
b0504	allS	b1214	ychA
b0504	allS	b1249	clsA
b0504	allS	b1323	tyrR
b0504	allS	b1413	hrpA
b0504	allS	b1424	opgD
b0504	allS	b1624	ydgJ
b0504	allS	b1865	nudB
b0504	allS	b1913	uvrC
b0504	allS	b1914	uvrY
b0504	allS	b1928	yedD
b0504	allS	b2064	asmA
b0504	allS	b2065	dcd
b0504	allS	b2188	yejM
b0504	allS	b2216	rcsD
b0504	allS	b2300	yfcE
b0504	allS	b2303	folX
b0504	allS	b2320	pdxB
b0504	allS	b2431	yfeX
b0504	allS	b2441	eutB
b0504	allS	b2501	ppk
b0504	allS	b2502	ppx
b0504	allS	b2513	yfgM
b0504	allS	b2564	pdxJ
b0504	allS	b2566	era
b0504	allS	b2567	rnc
b0504	allS	b2576	srmB
b0504	allS	b2610	ffh
b0504	allS	b2744	umpG
b0504	allS	b2745	truD
b0504	allS	b2784	relA
b0504	allS	b2822	recC
b0504	allS	b2827	thyA
b0504	allS	b2830	rppH
b0504	allS	b2893	dsbC
b0504	allS	b2901	bglA
b0504	allS	b2908	pepP
b0504	allS	b2909	ygfB
b0504	allS	b2947	gshB
b0504	allS	b2962	yggX
b0504	allS	b3019	parC
b0504	allS	b3030	parE
b0504	allS	b3032	cpdA
b0504	allS	b3147	lpoA
b0504	allS	b3191	mlaB
b0504	allS	b3192	mlaC
b0504	allS	b3197	kdsD
b0504	allS	b3199	lptC
b0504	allS	b3201	lptB
b0504	allS	b3205	rapZ
b0504	allS	b3210	arcB
b0504	allS	b3247	rng
b0504	allS	b3279	yrdA
b0504	allS	b3283	yrdD
b0504	allS	b3288	fmt
b0504	allS	b3352	yheS
b0504	allS	b3385	gph
b0504	allS	b3386	rpe
b0504	allS	b3551	bisC
b0504	allS	b3590	selB
b0504	allS	b3607	cysE
b0504	allS	b3640	dut
b0504	allS	b3701	dnaN
b0504	allS	b3702	dnaA
b0504	allS	b3779	gpp
b0504	allS	b3802	hemY
b0504	allS	b3813	uvrD
b0504	allS	b3844	fre
b0504	allS	b3859	srkA
b0504	allS	b3911	cpxA
b0504	allS	b3961	oxyR
b0504	allS	b3963	fabR
b0504	allS	b3964	yijD
b0504	allS	b3965	trmA
b0504	allS	b3997	hemE
b0504	allS	b4043	lexA
b0504	allS	b4160	psd
b0504	allS	b4170	mutL
b0504	allS	b4221	tamB
b0504	allS	b4235	pmbA
b0504	allS	b4295	yjhU
b2624	alpA	b0029	ispH
b2624	alpA	b0051	rsmA
b2624	alpA	b0080	cra
b2624	alpA	b0082	rsmH
b2624	alpA	b0088	murD
b2624	alpA	b0093	ftsQ
b2624	alpA	b0149	mrcB
b2624	alpA	b0167	glnD
b2624	alpA	b0242	proB
b2624	alpA	b0369	hemB
b2624	alpA	b0391	ppnP
b2624	alpA	b0414	ribD
b2624	alpA	b0421	ispA
b2624	alpA	b0463	acrA
b2624	alpA	b0465	mscK
b2624	alpA	b0470	dnaX
b2624	alpA	b0470	dnaX
b2624	alpA	b0492	cnoX
b2624	alpA	b0659	ybeY
b2624	alpA	b0675	umpH
b2624	alpA	b0923	mukE
b2624	alpA	b0955	ycbZ
b2624	alpA	b0962	helD
